name;address;website;phone;emails;district 
Casera Le Rotte;Via dei Cimbri, 3, Loc, 31010 Pian del Cansiglio TV;https://www.venetosecrets.com/rustico/casera-le-rotte/;338 142 5385;marketing@luoghisecrets.com press@venetosecrets.com luoghisecrets@legalmail.it;TV
Parco Grotte del Caglieron;Via Grotte del Caglieron, 31010 Fregona TV;https://www.prolocofregona.it/grotte-del-caglieron/;0438 585487;info@prolocofregona.it site@prolocofregona.it caglieron@prolocofregona.it;TV
AZZALINI ASFALTI Srl;Via Rizzardo da Camino, 19A, 31010 Fregona TV;http://www.azzaliniasfalti.it/;335 261 036;info@azzaliniasfalti.it;TV
Osservatorio Astronomico di Vittorio Veneto;Via Piadera Bassa, 13, 31010 Fregona TV;http://www.astrofili-vittorioveneto.it/;349 366 9669;;TV
Macelleria Salvador;Viale della Vittoria, 42, 31029 Vittorio Veneto TV;;0438 556946;;TV
Albergo Ristorante Fratte;Via Fratte, 37, 31010 Fregona TV;https://www.albergofratte.com/;0438 915005;info@albergofratte.it;TV
Mulinetto del Caglieron;31010 Fregona TV;;;;TV
Bar;Via Ronzon, 6, 31010 Fregona TV;;;;TV
Rifugio città di Vittorio Veneto;Via Monte Pizzoc, 35, 31010 Fregona TV;http://www.rifugiocittadivittorioveneto.it/;0438 164 2595;info@rifugiocittadivittorioveneto.it amministrazione.kairos@legalmail.it;TV
LATTERIA DI SOLIGO;Via 1° Settembre, 32, 31020 Soligo TV;http://www.latteriasoligo.it/;0438 985111;info@latteriasoligo.it;TV
Panificio Varaschin Moreno;3 Largo Di Porta Cadore, Vittorio Veneto, TV 31029;;0438 57056;;31029
Cadoro Superstore;VIa G. Celante, 133, 31029 Vittorio Veneto TV;https://www.cadoro.it/punti-vendita/vittorio-veneto;0438 552900;;TV
Fedrigo Franco;Via Ponte Scrivan, 43, 37022 Fumane VR;;045 770 1193;;VR
Frantoio Guglielmi;Via Progni, 77, 37022 Fumane VR;http://www.frantoioguglielmi.it/;045 770 1014;frantoioguglielmi@gmail.com provolik@gmail.com;VR
Besi Luca E Riccardo;8 Via Mons. Francesco Lonardi, Fumane, VR 37022;;045 684 5176;;37022
Lenotti Gianluca;Via Piani, 1, 37022 Fumane VR;;045 770 4177;;VR
Sapori della Valpolicella;Via Progni, 1, 37022 Fumane VR;;045 222 7452;;VR
Besi Luca, Mattia, Cristian;Via Monsignor Lonardi, 37022 Cavalo VR;;045 684 5176;;VR
Azienda Agricola Cottini Marco;Via Casetta, 7, 37022 Fumane VR;http://www.cottinimarco.it/;342 805 9075;info@cottinimarco.it;VR
Azienda Agricola Le Salette;Via Pio Brugnoli, 11, 37022 Fumane VR;http://www.lesalette.it/;045 770 1027;831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com 8c4075d5481d476e945486754f783364@sentry.io react@16.14.0 dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com info@lesalette.it focus-within-polyfill@5.0.9 react-dom@16.14.0 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com core-js-bundle@3.2.1 lodash@4.17.21;VR
Monte dei Ragni di Zeno Zignoli;Località Marega, 3, 37022 Fumane VR;https://www.montedeiragni.com/;045 680 1600;info@montedeiragni.com;VR
Azienda Agricola Montesantoccio;Loc. Santoccio, 6, 37022 Fumane VR;http://www.montesantoccio.it/;348 360 8857;831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com react@16.14.0 focus-within-polyfill@5.0.9 react-dom@16.14.0 info@montesantoccio.it 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com core-js-bundle@3.2.1 lodash@4.17.21;VR
Azienda Agricola "I Scriani";Via Ponte Scrivan, 7, 37022 Fumane VR;http://www.scriani.it/;045 683 9251;;VR
Guglielmi Vittorino;Viale Roma, 43, 37022 Fumane VR;;045 683 8037;;VR
Gerardo Cesari Spa - Appassimento e Vinificazione;Via Progni, 81, 37022 Fumane VR;http://www.cesari.it/;045 216 0150;paolo@vallino.com;VR
Azienda Agricola Antica Valpolicella;Via Lena di Sotto, 1, 37022 Fumane VR;http://www.anticavalpolicella.it/;333 803 6561;info@anticavalpolicella.it;VR
Scamperle Ortofrutta;Viale Verona, 66, 37022 Fumane VR;http://www.scamperleortofrutta.it/;045 770 1387;info@scamperleortofrutta.it;VR
Accordini Stefano;Località Camparol, 10, 37022 Fumane VR;http://www.accordinistefano.it/;045 776 0138;;VR
Azienda Agricola Valentina Cubi - Amarone Valpolicella Ripasso;Via Casterna, 60, 37022 Fumane VR;http://www.valentinacubi.it/;045 770 1806;;VR
Secondo Marco Azienda Agricola;Via Campolongo, 9, 37022 Fumane VR;http://www.secondomarco.it/;045 680 0954;info@secondomarco.it;VR
Agricola Conati Di Marco Conati & C. (S.A.S.);Via Incisa, 10, 37022 Fumane VR;http://www.agricolaconati.com/conati3/it/contatti.html;02 2119 20232;;VR
Azienda Agricola La Costa S.R.L.;Via Costa, 5, 37022 Fumane VR;;045 683 8088;;VR
Villa Della Torre;Via della Torre, 25, 37022 Fumane VR;http://www.villadellatorre.it/;045 683 2070;info@villadellatorre.it;VR
Peretti S.a.s. Di Peretti Maurizio E C.;Via Villa Girardi, 1, 37029 San Pietro in Cariano VR;;045 770 1942;;VR
Scamperle Alla Rosa;Via Incisa, 8, 37022 Fumane VR;https://m.facebook.com/Ristorante-Alla-Rosa-Scamperle-157888884228798/;045 770 1006;;VR
Costa degli Ulivi;Via Costa, 5, 37022 Fumane VR;http://www.costadegliulivi.com/;045 683 8088;reception@costadegliulivi.com;VR
Panificio Pasticceria Segala;Via Volpara, 13/A, 37022 Cavalo VR;http://www.panificiopasticceriasegala.it/;045 776 0121;info@panificiosegala.it;VR
Tenute Ugolini - Wine Tasting & Showroom;Strada di Bonamico, 11, 37029 San Pietro in Cariano VR;http://www.tenuteugolini.it/;045 770 3830;;VR
Agriturismo Al Casotto;Localita Casotto, 37022 Fumane VR;;045 684 5183;;VR
Azienda agricola Dindo;via Monte Sant Urbano, 37022 Fumane VR;http://www.vinidindo.it/;340 605 8732;info@vinidindo.it;VR
Osteria Numero Uno;Via Flaminio Pellegrini, 2, 37022 Fumane VR;http://www.osterianumero1.com/;045 770 1375;info@osterianumero1.com;VR
El Pendola, ALLOGGIO con RISTORANTE e CANTINA;Via Volta, 14, 37022 Fumane VR;http://www.elpendola.it/;045 770 1134;vini@elpendola.it info@elpendola.it shimport@1.0.1.js;VR
Frapporti Dr. Guglielmo;Via Pio Brugnoli, 14B, 37022 Fumane VR;;045 770 3114;;VR
La Meridiana;Via Osan, 16, 37022 Fumane VR;https://www.lameridiana-valpolicella.it/;348 244 7045;;VR
Masi Agricola;Via Monteleone, 26, Sant'Ambrogio di Valpolicella, 37015 Verona VR;http://www.masi.it/;045 683 2511;;VR
La Forma del Gusto;Via Roma, 13, 31018 Gaiarine TV;http://www.laformadelgusto.it/;347 130 1147;info@laformadelgusto.it;TV
Macelleria da Roberto;Via dei Fracassi, 63, 31018 Francenigo TV;;0434 767528;;TV
Antoniazzi Carni;Via E. Torricelli, 9/A, 33080 Porcia PN;;0434 922929;;PN
Ortofutta Carla Di Panizzutti Valerio E C Snc;Via Roma, 30, 31018 Gaiarine TV;;0434 758489;;TV
DBP Pagot bevande;Via Terraglio, 6, 31018 Gaiarine TV;;;;TV
De Martin Danilo;Str. Ponte Francenigo, 1, 33077 Sacile PN;;0434 76147;;PN
Soc. Agricola Tenuta Pra' De Oro s.s.;Strada Calata, 7, 31018 Gaiarine TV;http://www.tenutapradeoro.it/;347 273 9200;tenutapradeoro@gmail.com;TV
Caseificio Lia S.N.C.Di Barattin Gianni E C.;Via del Palù, 15, 31018 Francenigo TV;http://www.caseificiolia.it/;0434 76392;caseificiolia@gmail.com;TV
Agriturismo Richeton Gaiarine;Via Terraglio, 35/b, 31018 Gaiarine TV;http://www.richeton.it/;0434 759831;richeton_agriturismo@libero.it;TV
Azienda Agricola Francenigo;Via Calderano, 14, 33070 Brugnera PN;http://www.francenigo.it/;348 292 2675;831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com 8c4075d5481d476e945486754f783364@sentry.io f1ffc0b5efe04e9eb9762cd808722520@sentry.wixpress.com react@16.14.0 info@francenigo.it focus-within-polyfill@5.0.9 react-dom@16.14.0 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com core-js-bundle@3.2.1 lodash@4.17.21;PN
Cappellotto S.p.A.;Via Vizza, 8, 31018 Gaiarine TV;https://www.cappellotto.com/;0434 757575;info@cappellotto.com;TV
Gierre (S.n.c.);Via Puia, 35, 33080 Prata di Pordenone PN;;;;PN
Società Agricola L’orto dell’Angelo;Strada delle Paludi, 33 31018, Francenigo TV;http://lortodellangelo.com/;0434 76339;;TV
Agriturismo "La Gramigna";Via Salvatoizza, 15, 31018 Gaiarine TV;;;;TV
Ippo Carni di Nadin Mauro;Via G. P. Gardini, 8, 33077 Sacile PN;;0434 781970;;PN
Lot Alessandro;Via G. Garibaldi, 18, 33077 Sacile PN;;0434 71080;;PN
Gastronomia La Saporita;Via Santissima Trinità, 53, 33070 Brugnera PN;;0434 608378;;PN
Cinzia dolci creazioni;Via Giuseppe Garibaldi, 17, 31018 Gaiarine TV;http://cinzia-dolci-creazioni.sumupstore.com/;347 423 8505;;TV
Pessot Fratelli;Via per Sacile, 111, 31018 Francenigo TV;http://pessotfratelli.it/;0434 76011;;TV
Dorigo Roberto Macelleria;Via Santa Margherita, 6/D, 33070 Brugnera PN;;0434 627472;;PN
Del Ben S.r.l.;Via Rizzioli, 16, 33074 Fontanafredda PN;https://delbenformaggi.it/;0434 593174;info@delbenformaggi.it info@alessiobrusadin.it;PN
Gierre S.r.l.;Via Luigi Einaudi, 35, 33080 Prata di Pordenone PN;;0434 610455;;PN
Caseificio Lia;Via Liette II Tronco, 5, 31024 Ormelle TV;http://www.caseificiolia.it/;;caseificiolia@gmail.com;TV
Crai Sirmarket;Via Francesco Zanusso, 4, 31046 Oderzo TV;https://www.crai-supermercati.it/ama/punti-vendita/pdv.php?id=2420;0422 710092;;TV
Farmacia Negrelli S.N.C.;Via Roma, 10, 45030 Gaiba RO;http://www.negrelli.it/;0425 709657;;RO
Il Bonello;Via S. Lorenzo, 27, 45030 Gaiba RO;https://www.ilbonello.com/;345 772 3673;info@ilbonello.com cucina@ilbonello.com amministrazione@ilbonello.com rooms@ilbonello.com;RO
Oltre La Carne Macelleria;Piazza S. Stefano, 185, 45030 Stienta RO;https://www.facebook.com/OLTRE-La-CARNE-Macelleria-449460985184931/;340 522 7191;;RO
Pizzeria Ragnetto;Via Roma, 24, 45030 Gaiba RO;https://www.facebook.com/pizzeriaRagnetto/;0425 710038;;RO
Chiesa Parrocchiale di San Giuseppe;Piazza S. Giuseppe, 45030 Gaiba RO;;;;RO
Macelleria Di Cristiano;Via Lodovico Ariosto, 1, 44012 Bondeno FE;;0532 896420;;FE
Golinelli 1975 - BOTTEGA;Via Prov. Inferiore, 69, 40062 Molinella BO;https://www.golinelli1975.it/;051 881211;;BO
Pego s.r.l;Via Piacentina, 6/b, 45030 Occhiobello RO;http://www.pego.it/;0425 762906;;RO
Pescheria FRATELLI MURARO;Via S. Girolamo, 227, 45021 Badia Polesine RO;;0425 51686;;RO
Panificio Buriani;Via Mantova, 175, 44049 Vigarano Mainarda FE;;0532 715509;;FE
Macelleria Campagnolo;Via Roma, 100, 35015 Galliera Veneta PD;;049 947 0793;;PD
Azienda agricola Annalisa;Via Statue, 40, 35015 Galliera veneta PD;;;;PD
Galliozzi Matteo;Via Cantarella, 10, 35015 Galliera veneta PD;;049 596 9537;;PD
Confezioni Gallia S.R.L.;Viale Venezia, 41, 35015 Galliera Veneta PD;https://www.gallia.it/;049 947 0686;;PD
GEA Pavan 1;Via Monte Grappa, 8, 35015 Galliera Veneta PD;http://www.pavan.com/;049 942 3111;;PD
Liquori Zamperoni S.N.C.;Via VIII Marzo, 12, 35015 Galliera Veneta PD;http://www.zamperonidistillati.com/;049 944 0217;info@zamperonidistillati.com;PD
Trattoria Cimbarlin;Via Mottinello Vecchio, 125, 35015 Galliera veneta PD;;049 596 5109;;PD
Lago Group S.p.A.;Via Roma, 24, 35015 Galliera Veneta PD;http://www.lagogroup.it/ita/;049 947 5511;;PD
Morisco;Via Verona, 3, 35015 Galliera Veneta PD;;;;PD
Mafin S.r.l.;Via Str. degli Alberi, 7, 35015 Galliera Veneta PD;http://www.mafin.it/it/;049 998 1900;sales@mafin.it Sales@mafin.it careers@mafin.it;PD
Al Palazzino a casa di Lucia Pavin;Via Roma, 29, 35015 Galliera Veneta PD;http://www.palazzino.it/;049 596 9224;aos@2.3.1 info@palazzino.it;PD
Cecchin Carlo;Via Villetta, 10, 35015 Galliera Veneta PD;;049 596 8995;;PD
MARIEN PLATZ - Cucina, Pizza e Grill;Viale Europa, 2, 35015 Galliera Veneta PD;http://www.marienplatzgallieraveneta.it/;351 565 8480;info@marienplatzgallieraveneta.it ionicons@4.1.2;PD
Andretta Amabile Linda;Via Roma, 24, 35019 Tombolo PD;;049 596 9010;;PD
Pollo Castellano srl;Via Campagna, 152, 31037 Ramon-campagna TV;https://www.pollocastellano.it/;0423 475141;info@pollocastellano.it;TV
Sapori di Laura;Viale Europa, 10, 35018 San Martino di Lupari PD;https://m.facebook.com/SaporidiLaura/;049 946 2298;;PD
Solar s.r.l.;Via Roma, 4, 35015 Galliera Veneta PD;http://www.solarsrl.it/;049 596 9278;info@solarsrl.it;PD
Lago Luciano;Via Maglio, 63, 35015 Galliera veneta PD;;049 596 5149;;PD
Birrificio Il Maglio Tap Room Pub;6b/c, Via Str. degli Alberi, 35015 Galliera veneta PD;http://birrificioilmaglio.com/;049 099 8160;;PD
Hosteria Moranda;Via Mercante, 4, 35018 San Martino di Lupari PD;;049 596 5030;;PD
Wok Sushi Smart;Viale Europa, 29, 35015 Galliera Veneta PD;https://itamaps.me/wok-sushi-smart-681521-it;049 599 9331;;PD
Morisco Dolciaria di Tomasello Giulia;Via Borgo Vicenza, 111, 35013 Cittadella PD;;049 520 7280;;PD
Dado Spa;Via Sanguettara, 10, 35018 San Martino di Lupari PD;http://www.dadoonline.com/;049 949 7411;info@dadospa.it markerclustererplus@4.0.1;PD
Supermercato Famila San Martino Di Lupari;Via Leonardo da Vinci, 43, 35018 San Martino di Lupari PD;https://promo.unicomm.it/punti-vendita/famila-di-san-martino-di-lupari?utm_source=GMB&utm_medium=GoogleMyBusiness&utm_campaign=san-martino;049 946 2265;;PD
Magilandia RistoPark;Via Str. degli Alberi, 6, 35015 Galliera Veneta PD;http://www.magilandia.it/;348 080 8775;info@magilandia.it;PD
Malga Longara davanti;Unnamed Road, 36032 Gallio VI;;;;VI
Malga Longara di dietro;36032 Gallio VI;;;;VI
El Casolin de Gallio;Via Generale Prestinari, 4, 36032 Gallio VI;;;;VI
Prukaren;Via Sisemol, 6, 36032 Gallio VI;http://www.prukaren.it/;347 165 3499;;VI
Malga Meletta Lemerle;Unnamed Road, 36032 Gallio VI;;;;VI
Agriturismo La Casara;Via Ronco Carbon, 14, 36032 Gallio VI;http://agriturismolacasara.it/;347 306 0623;;VI
Sport & Gourmet;Località Busa Fonda, 36032 Gallio VI;https://www.lemelette.it/;0424 191 0021;;VI
Rossi Pino;5, Via Monte Valbella, Gallio, Vi 36032;;0424 65230;;36032
Osteria da Moreno;Via Generale Euclide Turba, 6, 36032 Gallio VI;;333 598 8863;;VI
La Capr'Allegra;Via Ragazzi del, 2000, 36032 Gallio VI;https://www.lacaprallegra.it/;0424 194 6250;info@lacaprallegra.it;VI
Relax&Gourmet;Località Busa Fonda, 36032 Gallio VI;http://www.lemelette.it/;;;VI
ANTICHI SAPORI DI MAGNABOSCO LUCIA E FIGLIE;Via Roma, 1, 36010 Canove di Roana VI;;0424 194 6150;;VI
Ristorante Ai Mulini;Via Kanotole, 13/15, 36032 Gallio VI;http://www.hotelgaarten.com/;0424 65568;info@hotelgaarten.com;VI
B&B COLORI DEL BOSCO;Via Camona, 24A, 36032 Gallio VI;https://www.coloridelbosco.it/;348 984 9546;info@coloridelbosco.it simple-line-icons@2.4.1;VI
Rifugio Campomuletto;Località Campomuletto, 36032 Gallio VI;http://www.campomuletto.it/;0424 194 5807;campomuletto@gmail.com;VI
Hotel Concordia Gallio;Via Roma, 3, 36032 Gallio VI;https://www.hotelconcordiagallio.it/;0424 445017;hotelconcordiagallio@legalmail.it info@hotelconcordiagallio.it. info@hotelconcordiagallio.it;VI
Malga Stenfle;Via Costalunga, 17, 36012 Bertigo VI;;347 649 0762;;VI
Rigoni Oriana;Via dalla Zuanna, 9, 36012 Asiago VI;;0424 463325;;VI
Asiago Store;Viale Giacomo Matteotti, 127, 36012 Asiago VI;https://asiago.store/;0424 64180;info@asiago.store;VI
Le Melette;Località Melette, 36032 Gallio VI;http://www.lemelette.it/;0424 658617;;VI
Birreria Al Portego;Via Roma, 28, 36032 Gallio VI;;338 325 8535;;VI
La Lepre Bianca Ristorante Pizzeria e Hotel;Via Colle del Gastagh, 2, 36032 Gallio VI;http://www.laleprebianca.eu/;0424 65340;info@laleprebianca.eu;VI
Pizzeria Ristorante Capanna Bianca;Via Sisemol, 1, 36032 Gallio VI;https://www.ristopizzacapannabianca.it/;0424 445041;info@ristopizzacapannabianca.it;VI
Albergo Ristorante Valbella;Via Monte Valbella, 38, 36032 Gallio VI;http://www.albergovalbella.com/;0424 445006;info@albergovalbella.com;VI
Tessari Cristina;Via VIII Agosto, 55, 36010 Camporovere VI;;0424 692083;;VI
Gaarten Hotel Benessere e Spa;Via Kanotole, 13/15, 36032 Gallio VI;https://www.hotelgaarten.com/?utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness;0424 65568;info@hotelgaarten.com;VI
ELVIS BAR di Rossi Renata;Via Camona, 7, 36032 Gallio VI;;0424 65654;;VI
Rifugio Campomulo;36032 Campomulo VI;https://www.asiago.it/it/rifugi/rifugio_malga_campomulo/rifugio/;0424 445115;micromodal@0.4.2 wght@8..144 GRAD@20..48;VI
Malga Zebio;36012 Asiago VI;;0424 194 5869;;VI
Pizzeria All'Alpino;Contrada Bertigo, 3, 36032 Bertigo VI;;0424 455000;;VI
Immobiliare Pertile;Via Don A. Sartori, 2, 36032 Gallio VI;https://www.immobiliarepertile.com/;0424 449768;leaflet@1.3.4 single-family-home-map-icon@2x.png;VI
Consorzio Fra I Caseifici Dell'Altopiano Di Asiago;Via Francesco Baracca, 14, 36012 Asiago VI;;0424 64844;;VI
Punto Simply - Chelli;Via Porto, 2, 35030 Galzignano Terme PD;;049 913 0210;;PD
Trattoria "Al Bigolaro" snc di Ferruccio Zamolo & C.;Via Regazzoni Bassa, 19, 35030 Galzignano Terme PD;http://www.albigolaro.it/;049 913 1464;;PD
El Bestio Prodotti Tipici Itineranti dei Colli Euganei Km 0;Via Enrico Toti, 35030 Galzignano Terme PD;https://balubaelbestio.business.site/;370 130 6763;;PD
Pasticceria Bacelle;Via Roma, 62, 35030 Galzignano Terme PD;;049 913 0343;;PD
Da Castegna Pizzeria Ristorante;Via F. Filzi, 23, 35030 Galzignano Terme PD;http://pizzeriaristorante.galzignano.pd.it/;049 913 0047;info@dinamis.it dinamis@itpec.net dino.tramontan@gmail.com;PD
Trattoria Da Marino (di Crescenzio Elio);Via Noiera Galzignano, 11, 35030 Galzignano Terme PD;;049 913 0015;;PD
Convivium Ai Colli;Via Siesa, 5, 35030 Galzignano Terme PD;http://www.conviviumaicolli.it/;049 913 0005;info@conviviumaicolli.it;PD
Il Pianzio Di Selmin Soc. Agr.;Via Pianzio, 66, 35030 Galzignano Terme PD;http://www.ilpianzio.it/;049 913 0422;info@ilpianzio.it;PD
La Corte dei Sisanda;Via Pianzio, 12, 35030 Galzignano Terme PD;http://www.lacortedeisisanda.it/;333 956 4474;;PD
Tenuta Valsanzibio;Via Diana, 2, 35030 Valsanzibio PD;;049 913 0042;;PD
Roccolo Bonato;Via dei Momoli, 36, 35030 Galzignano Terme PD;;;;PD
Angolo Divino;Via Roma, 40, 35030 Galzignano Terme PD;;049 913 9804;;PD
Golf Terme di Galzignano;Viale delle Terme, 82, 35030 Galzignano Terme PD;https://www.golfgalzignano.it/;049 645 6168;;PD
Zaino Foodservice Srl;Via del Commercio, 2, 35036 Montegrotto Terme PD;https://www.zainofood.it/;049 892 8911;zainofoodservice@pec.it info@zainofood.it;PD
Casa Marina;Via Sottovenda, 3, 35030 Galzignano Terme PD;http://www.ideeverdi.it/;049 913 1781;turismoenatura@ideeverdi.it avventura@ideeverdi.it scuole@ideeverdi.it info@ideeverdi.it info@parcoavventurafiorine.it;PD
Scuola Elementare L. Da Vinci;Via Saggini, 2, 35030 Galzignano Terme PD;http://www.iccarrareseeuganeo.edu.it/istituto/bacheca.html;049 913 0492;pdic853006@istruzione.it;PD
Auditorium Comunale;SP99, 14, 35030 Galzignano Terme PD;;;;PD
PRO LOCO GALZIGNANO Valsanzibio;Via Barbarigo, 2, 35030 Galzignano Terme PD;http://darbolo.it/;049 913 0115;info@motoinsieme.it;PD
Relais Golf Padova;Via Noiera Valsanzibio, 57, 35030 Galzignano Terme PD;https://ristorantegolfpadova.com/;049 913 1686;;PD
IL CA'LICINO - BIOVINERIA;Via Ventolone, N° 9, 35032 Arquà Petrarca PD;;351 541 3918;;PD
Golf Club Padova;Via Noiera Valsanzibio, 57, 35030 Galzignano Terme PD;http://www.golfclubpadova.it/;049 913 0078;info@golfpadova.it info@iubenda.com;PD
Monte Orbieso;35030 Galzignano Terme PD;;;;PD
Albergo Ristorante L'Incontro;Via Roma, 11, 35030 Galzignano Terme PD;https://hotel-lincontro.com.es/;049 913 0002;name@example.com;PD
Agriturismo Azienda Agricola Turetta Cà Bianca;Via Cinto, 5, 35030 Cinto Euganeo PD;https://www.turettacabianca.it/;0429 94288;;PD
Galzignano Resort Terme & Golf;Viale delle Terme, 84, 35030 Galzignano Terme PD;http://www.galzignano.it/;049 919 4000;info@galzignano.it;PD
Giardino di Villa Barbarigo a Valsanzibio;Via Diana, 2, 35030 Valsanzibio PD;http://www.valsanzibiogiardino.com/;340 082 5844;;PD
galzignano terme pd;Viale delle Terme, 84, 35030 Galzignano Terme PD;;;;PD
Parrocchia S. Maria Assunta;Via Roma, 5, 35030 Galzignano Terme PD;http://www.parrocchiagalzignanoterme.it/;049 913 0089;contatto@esempio.it;PD
Belvedere;Via Siesa, 5, 35030 Galzignano Terme PD;http://www.resortbelvedere.it/;049 913 0005;info@resortbelvedere.it;PD
Vinea Tramontjs;Via Tramonte, 2A, 35037 Teolo PD;http://www.vineatramontis.it/;049 213 7963;;PD
Volpato Catia;Piazza G. Marconi, 7, 36053 Gambellara VI;;0444 444053;;VI
CANTINE VITEVIS DI GAMBELLARA;Via Giuseppe Mazzini, 2, 36053 Gambellara VI;http://www.cantinagambellara.it/;0444 444012;vitevis@legalmail.it info@vitevis.com;VI
Zonin1821;Via Borgolecco, 9, 36053 Gambellara VI;http://www.zonin1821.com/;0444 640111;communication@zonin1821.it hospitality@zonin1821.it info@zonin.it privacy@zonin1821.it;VI
Macellerie del Contadino CLAI - Imola Sasso Morelli Gran Dispensa;Via Gambellara, 62/a, 40026 Imola BO;https://www.macelleriedelcontadino.com/;0542 55720;;BO
Tenuta Natalina Grandi-Tradizione Vulcanica;Via Enrico Fermi, 1/2, 36053 Gambellara VI;http://cantinagrandi.com/;0444 444102;info@cantinagrandi.com 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com 8c4075d5481d476e945486754f783364@sentry.io react@16.14.0 focus-within-polyfill@5.0.9 react-dom@16.14.0 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com core-js-bundle@3.2.1 lodash@4.17.21;VI
